source,id,owner_id,owner_code,owner_name,warehouse_id,warehouse_code,product_id,product_code,product_name,location_id,location_code,current_batch_no,current_production_date,current_expiry_date,current_serial_no,problems,new_batch_no,new_production_date,new_expiry_date,new_serial_no,note
detail,24,1,byny,博悦农业,1,1,400,BYNY-0031,芒果干26g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,25,1,byny,博悦农业,1,1,401,BYNY-0032,芒果干200g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,26,1,byny,博悦农业,1,1,402,BYNY-0033,芒果干90g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,27,1,byny,博悦农业,1,1,403,BYNY-0034,芒果干55g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,152,2,jqrt,金桥融通,1,1,542,JQRT-0001,绿川奢柔3+1挂抽5层,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,153,2,jqrt,金桥融通,1,1,543,JQRT-0002,九九香3080平纹5层底部抽纸（粉）,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,154,2,jqrt,金桥融通,1,1,544,JQRT-0003,贝雅3981抽纸5层400张80抽,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,155,2,jqrt,金桥融通,1,1,545,JQRT-0004,九九香3080平纹5层500张10包（粉）,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,156,2,jqrt,金桥融通,1,1,546,JQRT-0005,糕东来-宁波年糕（条状)500g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,157,2,jqrt,金桥融通,1,1,547,JQRT-0006,贝尔蒂-宁波年糕（切片）250g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,158,2,jqrt,金桥融通,1,1,548,JQRT-0007,贝尔蒂-宁波年糕（条状）250g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,159,2,jqrt,金桥融通,1,1,549,JQRT-0008,AZY-115绳提款5斤砂糖桔,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,160,2,jqrt,金桥融通,1,1,550,JQRT-0009,45号10斤加厚加重砂糖桔,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,161,2,jqrt,金桥融通,1,1,551,JQRT-0010,AZY-116号砂糖桔10斤装,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,162,2,jqrt,金桥融通,1,1,552,JQRT-0011,AZY46号财神爷砂糖桔10斤装手提款,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,163,2,jqrt,金桥融通,1,1,553,JQRT-0012,ZD-10斤装手提狮子爆汁沃柑,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,164,2,jqrt,金桥融通,1,1,554,JQRT-0013,ZD鲜甜沃柑10斤装手提款,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,165,2,jqrt,金桥融通,1,1,555,JQRT-0014,希美食品保鲜袋25cmX35cm,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,166,2,jqrt,金桥融通,1,1,556,JQRT-0015,希美食品保鲜袋30cmX40cm,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,167,2,jqrt,金桥融通,1,1,557,JQRT-0016,希美食品保鲜袋20cm30cm,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,168,2,jqrt,金桥融通,1,1,558,JQRT-0017,华盛封口胶透明190*4.5*49个/箱,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,169,2,jqrt,金桥融通,1,1,559,JQRT-0018,华盛封口胶透明150*5.0*48个/箱,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,170,2,jqrt,金桥融通,1,1,560,JQRT-0019,华盛封口胶白240*6.0*30个/箱,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,171,2,jqrt,金桥融通,1,1,561,JQRT-0020,空白大纸箱,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,172,2,jqrt,金桥融通,1,1,562,JQRT-0021,福之泉大豆油20L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,173,2,jqrt,金桥融通,1,1,563,JQRT-0022,福之泉食用植物调和油20L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,174,2,jqrt,金桥融通,1,1,564,JQRT-0023,福临门一级大豆油5L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,175,2,jqrt,金桥融通,1,1,565,JQRT-0024,福临门优选一级大豆油5L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,176,2,jqrt,金桥融通,1,1,566,JQRT-0025,福临门花生调和油5L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,177,2,jqrt,金桥融通,1,1,567,JQRT-0026,福临门浓香压榨一级花生油5L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,178,2,jqrt,金桥融通,1,1,568,JQRT-0027,四海花生原香食用调和油5L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,179,2,jqrt,金桥融通,1,1,569,JQRT-0028,枫谷源精选泰香米25KG,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,180,2,jqrt,金桥融通,1,1,570,JQRT-0029,25KG金丝软香,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,181,2,jqrt,金桥融通,1,1,571,JQRT-0030,福临门花生原香食用植物油1.8L,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,31,3,dz,邓总,1,1,412,DZ-0001,2cm×20米双面胶,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,32,3,dz,邓总,1,1,413,DZ-0002,4cm×20米双面胶,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,33,3,dz,邓总,1,1,414,DZ-0003,4.5cm×10米红色单面胶,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,34,3,dz,邓总,1,1,415,DZ-0004,4.5cm×10米灰色单面胶,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,35,3,dz,邓总,1,1,416,DZ-0005,红平,1,8-1-1-1,,,,,missing_batch_no,,,,,
detail,36,3,dz,邓总,1,1,417,DZ-0006,红平,1,8-1-1-1,,,,,missing_batch_no,,,,,
