source,id,owner_id,owner_code,owner_name,warehouse_id,warehouse_code,product_id,product_code,product_name,location_id,location_code,current_batch_no,current_production_date,current_expiry_date,current_serial_no,problems,new_batch_no,new_production_date,new_expiry_date,new_serial_no,note
detail,13,1,byny,博悦农业,1,1,386,BYNY-0017,AEX薰衣草洗衣液,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,14,1,byny,博悦农业,1,1,387,BYNY-0018,巴旦木300g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,15,1,byny,博悦农业,1,1,388,BYNY-0019,大松子250g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,16,1,byny,博悦农业,1,1,389,BYNY-0020,黄葡萄干350g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,17,1,byny,博悦农业,1,1,390,BYNY-0021,绿葡萄干350g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,18,1,byny,博悦农业,1,1,391,BYNY-0022,开心果250g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,19,1,byny,博悦农业,1,1,392,BYNY-0023,夏威夷果330g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,20,1,byny,博悦农业,1,1,395,BYNY-0026,黑豆浆粉,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,21,1,byny,博悦农业,1,1,396,BYNY-0027,板栗仁100g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,22,1,byny,博悦农业,1,1,397,BYNY-0028,板栗仁50g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
detail,23,1,byny,博悦农业,1,1,399,BYNY-0030,芒果干25g,1,8-1-1-1,,,,,"missing_batch_no,missing_expiry_date,missing_production_date",,,,,
